city,freebase_id,iata_code,country
Snow Hill,/m/0ygnj,,United States
Snyder,/m/0z6z4,,United States
Snyder,/m/0108rr,,United States
Snæfellsbær,/m/03g_fmy,,Iceland
Soap Lake,/m/010qqj,,United States
Sobieski,/m/0w7rw,,United States
Sobral,/m/08p0_f,,Brazil
Sobótka,/m/0fnpfp,,Poland
Soběslav,/m/03cmf88,,Czech Republic
Sochaczew,/m/0228kn,,Poland
Sochocin,/m/04q6_7h,,Poland
Social Circle,/m/0rygw,,United States
Socorro,/m/02qcyr7,,Colombia
Socorro,/m/0xwng,,United States
Socorro,/m/0100r2,,United States
Soda Springs,/m/0s1fg,,United States
Sodaville,/m/0zf0p,,United States
Soddy-Daisy,/m/0_v74,,United States
Soe,/m/0n49y3r,,Indonesia
Soest,/m/0194rs,,Germany
Sofia,/m/0ftjx,,Bulgaria
Sohag,/m/0b5jgh,,Egypt
Sohar,/m/06694g,,Oman
Soignies,/m/017q72,,Belgium
Sokal,/m/07wsc4,,Ukraine
Sokcho,/m/02v5tv,,South Korea
Sokodé,/m/02hz1t,,Togo
Sokolohirsk,/m/0gt2ww,,Ukraine
Sokolov,/m/07j61d,,Czech Republic
Sokone,/m/0r8lxvk,,Senegal
Sokoro,/m/05p5ymb,,Ivory Coast
Sokoto,/m/02mtl6,,Nigeria
Sokołów Małopolski,/m/028bnj5,,Poland
Sokołów Podlaski,/m/0c1kbt,,Poland
Sokyriany,/m/0gtsb_,,Ukraine
Sokółka,/m/022lzs,,Poland
Solan,/m/02t5bm,,India
Solana Beach,/m/0r578,,United States
Solapur,/m/02npjd,,India
Solca,/m/0782lj,,Romania
Soldier,/m/0t7g5,,United States
Soldier,/m/0t1np,,United States
Soldotna,/m/01z2194,,United States
Solec Kujawski,/m/06l5h5,,Poland
Soledad,/m/0r246,,United States
Soledar,/m/0gtrf2,,Ukraine
Soledar,/m/0gtrf2,,Soviet Union
Solen,/m/0yrgf,,United States
Soli,/m/09fl2s,,Turkey
Soli,/m/013ss6,,Cyprus
Solihull,/m/0f3ys2,,United Kingdom
Solin,/m/03cv_d,,Croatia
Solingen,/m/018ryl,,Germany
Solkan,/m/0421hvx,,Slovenia
Solms,/m/0dph_g,,Germany
Solnitsata,/m/0nbtjt1,,Bulgaria
Solok,/m/0b9qmf,,Indonesia
Solomon,/m/013cwp,,United States
Solon,/m/0yvsg,,United States
Solon,/m/0t02z,,United States
Solothurn,/m/0d341,,Switzerland
Solotvyno,/m/027r6qz,,Ukraine
Solotvyno,/m/027r6qz,,Austria–Hungary
Solotvyno,/m/027r6qz,,Austrian Empire
Solt,/m/0c_fy1,,Hungary
Soltau,/m/03nqyt,,Germany
Soltvadkert,/m/0cz3lm,,Hungary
Soluntum,/m/08q7xd,,Italy
Solvang,/m/0r640,,United States
Solway,/m/0vtrm,,United States
Solwezi,/m/033cd4,,Zambia
Soma,/m/0bpf1l,,Turkey
Sombor,/m/01pspf,,Serbia
Somers,/m/0ssgs,,United States
Somers Point,/m/02073w9,,United States
Somerset,/m/0_y8h,,United States
Somerset,/m/0thvy,,United States
Somersworth,/m/0xk5p,,United States
Somerton,/m/0qr7w,,United States
Somerville,/m/0t_71,,United States
Somerville,/m/0_z0s,,United States
Somoto,/m/078v3q,,Nicaragua
Sompolno,/m/0284866,,Poland
Sonauli,/m/0bmh1tz,,India
Sondershausen,/m/094g_b,,Germany
Songea,/m/0653dx,,Tanzania
Songkhla,/m/038dmh,,Thailand
Songrim,/m/026c_rp,,North Korea
Songyuan,/m/03hhvzf,,People's Republic of China
Sonneberg,/m/04vcs6,,Germany
Sonnewalde,/m/0fjwz8,,Germany
Sonoma,/m/0r78k,,United States
Sonora,/m/0r84g,,United States
Sonora,/m/01096l,,United States
Sonora,/m/0tdy2,,United States
Sonoyta,/m/033y5m,,Mexico
Sonsonate,/m/07hz1v,,El Salvador
Sonthofen,/m/05td1v,,Germany
Sontra,/m/0fjx0d,,Germany
Sopchoppy,/m/01_1231,,United States
Soperton,/m/0rzjl,,United States
Sopik,/m/0nccszj,,Albania
Sopore,/m/0cwh8r,,India
Sopot,/m/013xxh,,Poland
Sopot,/m/013xxh,,Nazi Germany
Sopot,/m/013xxh,,Kingdom of Prussia
Sopot,/m/013xxh,,Weimar Republic
Sopot,/m/013xxh,,German Empire
Sopot,/m/013xxh,,Free City of Danzig
Sopron,/m/0pxsd,,Hungary
Soqota,/m/02r5nn5,,Ethiopia
Soreang,/m/0gc83w,,Indonesia
Soroca,/m/02mxfb,,Moldova
Sorocaba,/m/02x72m,,Brazil
Sorong,/m/0g0xq5,,Indonesia
Soroti,/m/079ycf,,Uganda
Sorsogon City,/m/02_55h,,Philippines
Sosnivka,/m/0gtrvp,,Ukraine
Sosnowiec,/m/0jx04,,Poland
Sospel,/m/02vrd_f,,France
Sotouboua,/m/09hmjh,,Togo
Soubré,/m/02pqm1v,,Ivory Coast
Souillac,/m/0dm59h,,Mauritius
Sour Lake,/m/0102fd,,United States
Souris,/m/0yn4p,,United States
South Amboy,/m/0xpvg,,United States
South Bank,/m/08qv0m,,Australia
South Bay,/m/0rqjy,,United States
South Beloit,/m/0sjrq,,United States
South Bend,/m/0sq2v,,United States
South Bend,/m/010sqn,,United States
South Burlington,/m/010j62,,United States
South Carrollton,/m/0thfj,,United States
South Charleston,/m/010x7g,,United States
South Daytona,/m/01_126b,,United States
South Drain,/m/0bbyfbg,,Suriname
South Dum Dum,/m/0f6c1t,,India
South El Monte,/m/01zqvyn,,United States
South English,/m/0t0ck,,United States
South Euclid,/m/0yvst,,United States
South Fulton,/m/0_w8r,,United States
South Fulton,/m/03c31j_,,United States
South Gate,/m/0r0zs,,United States
South Gorin,/m/0wz_g,,United States
South Haven,/m/0xg7z,,United States
South Haven,/m/013dxx,,United States
South Haven,/m/0tc2f,,United States
South Heart,/m/02049wg,,United States
South Houston,/m/0102q0,,United States
South Hutchinson,/m/0t9yp,,United States
South Jordan,/m/021cxmm,,United States
South Lake Tahoe,/m/0t_2g,,United States
South Lyon,/m/0vm5g,,United States
South Miami,/m/0rnwr,,United States
South Milwaukee,/m/0116c4,,United States
South Norfolk,/m/050lq1,,United States
South Ogden,/m/010hcp,,United States
South Park View,/m/0tg2l,,United States
South Pasadena,/m/0r0_5,,United States
South Pasadena,/m/0rr5k,,United States
South Pittsburg,/m/0_vz2,,United States
South Portland,/m/0tpk4,,United States
South Queensferry,/m/01m0yv,,United Kingdom
South Salt Lake,/m/010fvm,,United States
South San Francisco,/m/0r5yp,,United States
South Shore,/m/0tdvn,,United States
South Sioux City,/m/0x613,,United States
South St. Paul,/m/0vz5j,,United States
South Tangerang,/m/05msbv3,,Indonesia
South Tarawa,/m/040q6l,,Kiribati
South Tucson,/m/0qqg9,,United States
South Weber,/m/010dtc,,United States
SouthPark,/m/0c__11,,United States
Southampton,/m/0grd7,,United Kingdom
Southaven,/m/0xggj,,United States
Southbridge,/m/01m8ns,,United States
Southend-on-Sea,/m/01d8wq,,United Kingdom
Southern Pines,/m/0yj0k,,United States
Southern Shores,/m/0yf_r,,United States
Southfield,/m/0vm5t,,United States
Southgate,/m/0vrx3,,United States
Southgate,/m/0td6t,,United States
Southlake,/m/013mh8,,United States
Southmayd,/m/0101zr,,United States
Southport,/m/05k9yc,,Australia
Southport,/m/0ydn0,,United States
Southport,/m/0snmn,,United States
Southside,/m/0q4dg,,United States
Southside Place,/m/0102qc,,United States
Southwest City,/m/0wxsb,,United States
Sovata,/m/02bs6_,,Romania
Soweto,/m/0729t,,South Africa
Sozopol,/m/0jsq3,,Bulgaria
Sośnicowice,/m/028bqy4,,Poland
Spa,/m/017w6v,,Belgium
Spaichingen,/m/0dvpks,,Germany
Spalt,/m/0fjx2w,,Germany
Spangenberg,/m/0dqrvq,,Germany
Spangle,/m/010v86,,United States
Spanish Fork,/m/010gx4,,United States
Spanish Fort,/m/0pgvx,,United States
Spanish Town,/m/02jfq3,,Jamaica
Sparkman,/m/0qsx3,,United States
Sparks,/m/0xdb_,,United States
Sparta,/m/09472,,Greece
Sparta,/m/02r15xm,,Greece
Sparta,/m/01mm49,,United States
Sparta,/m/0ycz6,,United States
Sparta,/m/013d16,,United States
Sparta,/m/0sf_d,,United States
Sparta,/m/0wtnt,,United States
Sparta,/m/0_xcc,,United States
Sparta,/m/0rx43,,United States
Spartanburg,/m/0_nh2,,United States
Spartolos,/m/080c6xl,,Greece
Spata,/m/05ytdz,,Greece
Spearfish,/m/0_r54,,United States
Spearman,/m/0102bn,,United States
Spearville,/m/0t6st,,United States
Speed,/m/0yg7b,,United States
Speed,/m/0t9l7,,United States
Speicher,/m/08qxq0,,Germany
Spencer,/m/0ykhb,,United States
Spencer,/m/0st7n,,United States
Spencer,/m/0s1hw,,United States
Spencer,/m/010yv_,,United States
Spencer,/m/0_rfd,,United States
Spencer,/m/0z8mn,,United States
Spenge,/m/093r51,,Germany
Speyer,/m/01j4ds,,Germany
Spicer,/m/0w3nj,,United States
Spickard,/m/0wvsz,,United States
Spielfeld,/m/03gwckk,,Austria
Spiez,/m/02z3r0,,Switzerland
Spijk,/m/05syt9b,,Netherlands
Spillville,/m/0t4kz,,United States
Spin Boldak,/m/02m_xd,,Afghanistan
Spina,/m/03vtgd,,Italy
Spindale,/m/0yklk,,United States
Spirit Lake,/m/0svb2,,United States
Spirit Lake,/m/01_6fyg,,United States
Spiritwood Lake,/m/0yrql,,United States
Spivey,/m/0t7xr,,United States
Splendora,/m/080bbvw,,United States
Split,/m/01g_k3,,Croatia
Spodnje Škofije,/m/040413r,,Slovenia
Spofford,/m/010578,,United States
Spokane,/m/010v8k,,United States
Spokane Valley,/m/021k85w,,United States
Spooner,/m/01mnvl,,United States
Spotsylvania County,/m/0mn1p,,United States
Sprague,/m/010sf0,,United States
Spragueville,/m/0s_sy,,United States
Spray,/m/0zgl5,,United States
Spreitenbach,/m/0fq76_,,Switzerland
Spremberg,/m/07mk9l,,Germany
Spring Branch,/m/0fr9ql,,United States
Spring City,/m/010g4n,,United States
Spring Grove,/m/0w1nv,,United States
Spring Hill,/m/013lp1,,United States
Spring Hill,/m/0t423,,United States
Spring Hill,/m/0xfyv,,United States
Spring Hill,/m/01_fw5f,,United States
Spring Hope,/m/0yj4b,,United States
Spring Lake Park,/m/013f72,,United States
Spring Mill,/m/0tg2y,,United States
Spring Park,/m/01__27c,,United States
Spring Valley,/m/0s3fl,,United States
Spring Valley,/m/0v_dt,,United States
Spring Valley,/m/0tg38,,United States
Spring Valley Village,/m/0102r2,,United States
Springboro,/m/020nrqm,,United States
Springbrook,/m/0s_t8,,United States
Springbrook,/m/0ysb0,,United States
Springdale,/m/0yy3g,,United States
Springdale,/m/0qrsf,,United States
Springe,/m/0cmg_h,,Germany
Springfield,/m/0zdv1,,United States
Springfield,/m/0ftxc,,United States
Springfield,/m/0ytph,,United States
Springfield,/m/0mzvm,,United States
Springfield,/m/013gwb,,United States
Springfield,/m/0_wly,,United States
Springfield,/m/0_p56,,United States
Springfield,/m/0xcvw,,United States
Springfield,/m/0x9cv,,United States
Springfield,/m/0tj6_,,United States
Springfield,/m/0v38g,,United States
Springfield,/m/0rhh6,,United States
Springfield,/m/0rw60,,United States
Springhill,/m/0tnbx,,United States
Springlee,/m/0tg3m,,United States
Springs,/m/049zy6,,South Africa
Springtown,/m/0107n7,,United States
Springville,/m/0qbx0,,United States
Springville,/m/010gxw,,United States
Springville,/m/0t0sq,,United States
Sprockhövel,/m/04m61f,,Germany
Spruce Grove,/m/01wqk7,,Canada
Spruce Pine,/m/0yhwq,,United States
Spur,/m/0100b5,,United States
Squaw Lake,/m/0w2qy,,United States
Srbac,/m/0c0wg0,,Bosnia and Herzegovina
Sri Ganganagar,/m/07xm5n,,India
Sri Jayawardenepura Kotte,/m/02r9rz,,Sri Lanka
Sri Ksetra Kingdom,/m/0j9mjlg,,Myanmar
Sribhumi,/m/025ss7_,,India
Srinagar,/m/0kw76c,,India
Srinagar,/m/01q_22,,India
Srivijayapuram,/m/04v6qd,,India
Srivijayapuram,/m/04v6qd,,British Raj
St Albans,/m/071zb,,United Kingdom
St Asaph,/m/02t3_x,,United Kingdom
St Davids,/m/0sxbp,,United Kingdom
St Helens,/m/04682_,,United Kingdom
St Monans,/m/08lvwg,,United Kingdom
St. Albans,/m/01mhn_,,United States
St. Albans,/m/010x7t,,United States
St. Albert,/m/01wlj8,,Canada
St. Ann,/m/0xj8g,,United States
St. Ansgar,/m/0t1ky,,United States
St. Anthony,/m/04n0dz6,,United States
St. Anthony,/m/0t1f3,,United States
St. Anthony,/m/0s1rs,,United States
St. Anthony,/m/0106c3,,United States
St. Augusta,/m/064mzc,,United States
St. Augustine,/m/0rs6x,,United States
St. Augustine Beach,/m/0x5wm,,United States
St. Bernard,/m/0yy3t,,United States
St. Blasien,/m/0fjxtn,,Germany
St. Bonifacius,/m/0xdh5,,United States
St. Catharines,/m/01gbzb,,Canada
St. Charles,/m/0133t5,,United States
St. Charles,/m/0n_d4,,United States
St. Charles,/m/0t12b,,United States
St. Charles,/m/0s0wh,,United States
St. Charles,/m/0tf7f,,United States
St. Charles,/m/0xg62,,United States
St. Clair,/m/0vvm5,,United States
St. Clair,/m/0vqds,,United States
St. Clair Shores,/m/0vcdc,,United States
St. Clairsville,/m/0yt3b,,United States
St. Cloud,/m/0rpy2,,United States
St. Cloud,/m/013f9v,,United States
St. Croix,/m/02z2bb0,,Canada
St. Croix Falls,/m/01mmrg,,United States
St. Donatus,/m/0s_tm,,United States
St. Edward,/m/0x4h3,,United States
St. Elmo,/m/0s6vz,,United States
St. Francis,/m/0116ch,,United States
St. Francis,/m/0qs8p,,United States
St. Francis,/m/0t5tq,,United States
St. Francis,/m/0xcnk,,United States
St. Francisville,/m/0sbdt,,United States
St. Gabriel,/m/0tksm,,United States
St. Gallen,/m/0245n9,,Switzerland
St. George,/m/010h4j,,United States
St. George,/m/0qcp4,,United States
St. George,/m/0x069,,United States
St. George,/m/0t9nn,,United States
St. George's,/m/0ftkd,,Grenada
St. Georgen im Schwarzwald,/m/0b348j,,Germany
St. Helena,/m/0yjq1,,United States
St. Helena,/m/0r26s,,United States
St. Helens,/m/0zc9k,,United States
St. Hilaire,/m/0xfdz,,United States
St. Ignace,/m/0vc4n,,United States
St. James,/m/0ydnc,,United States
St. James,/m/0wz3z,,United States
St. James,/m/0wn0p,,United States
St. Jo,/m/0106mt,,United States
St. John,/m/0x06n,,United States
St. John,/m/0tbym,,United States
St. John,/m/0yr8t,,United States
St. John's,/m/07411,,Antigua and Barbuda
St. John's,/m/0j8p6,,Canada
St. Johns,/m/0qnnv,,United States
St. Johns,/m/0v4l8,,United States
St. Joseph,/m/0135p7,,United States
St. Joseph,/m/0wkj6,,United States
St. Joseph,/m/0_vs5,,United States
St. Joseph,/m/0v2q3,,United States
St. Leo,/m/0wp6y,,United States
St. Louis,/m/06wxw,,United States
St. Louis,/m/0v6w9,,United States
St. Louis Park,/m/0xdhj,,United States
St. Lucas,/m/0szd4,,United States
St. Maries,/m/0s0xj,,United States
St. Marks,/m/0rst5,,United States
St. Martin,/m/0wkjx,,United States
St. Martins,/m/0wt_3,,United States
St. Martinville,/m/0tmlm,,United States
St. Mary,/m/0x0dv,,United States
St. Mary's,/m/0qhx5,,United States
St. Marys,/m/0zz1s,,United States
St. Marys,/m/0ysy1,,United States
St. Marys,/m/0rtlt,,United States
St. Marys,/m/0t42g,,United States
St. Marys,/m/010y90,,United States
St. Marys,/m/013czf,,United States
St. Matthews,/m/0tg49,,United States
St. Michael,/m/0qgjh,,United States
St. Michael,/m/0wny_,,United States
St. Moritz,/m/01sd_8,,Switzerland
St. Olaf,/m/0stfv,,United States
St. Paul,/m/0zfdq,,United States
St. Paul,/m/0qcpj,,United States
St. Paul,/m/0t93q,,United States
St. Paul,/m/0x7g2,,United States
St. Paul,/m/014b72,,United States
St. Paul,/m/0t0ls,,United States
St. Paul Park,/m/0wmt3,,United States
St. Pauls,/m/0yk9v,,United States
St. Pete Beach,/m/0rr5x,,United States
St. Peter,/m/0w8m0,,United States
St. Peters,/m/014b7f,,United States
St. Petersburg,/m/0lhql,,United States
St. Pölten,/m/015v47,,Austria
St. Regis Park,/m/0tg4n,,United States
St. Robert,/m/0wzhn,,United States
St. Rosa,/m/0wkkl,,United States
St. Stephen,/m/01y3h2,,Canada
St. Stephen,/m/0xfzj,,United States
St. Thomas,/m/0wt_g,,United States
St. Thomas,/m/0yq80,,United States
St. Vincent,/m/0w40x,,United States
Stacy,/m/0vxbp,,United States
Stacyville,/m/0t1l8,,United States
Stade,/m/01sjcp,,Germany
Stadt Wehlen,/m/0fjxg3,,Germany
Stadtallendorf,/m/0cylzs,,Germany
Stadtbergen,/m/0dpf2v,,Germany
Stadthagen,/m/0cjg13,,Germany
Stadtilm,/m/0fjx4m,,Germany
Stadtlengsfeld,/m/0fjx71,,Germany
Stadtlohn,/m/04zbrb,,Germany
Stadtoldendorf,/m/07p6_v,,Germany
Stadtprozelten,/m/0fjx8h,,Germany
Stadtroda,/m/06nmbk,,Germany
Stadtsteinach,/m/0fjxcp,,Germany
Stafford,/m/013mp9,,United States
Stafford,/m/0tbyz,,United States
Stageira,/m/03l516,,Greece
Staicele,/m/03c3_l0,,Latvia
Staley,/m/0yjzt,,United States
Stallings,/m/0203p38,,United States
Stalowa Wola,/m/022b8d,,Poland
Stamford,/m/01m1zk,,United States
Stamford,/m/013mx5,,United States
Stamping Ground,/m/0thzr,,United States
Stamps,/m/0qv2t,,United States
Stanberry,/m/0wvq6,,United States
Standish,/m/0v1hr,,United States
Stanfield,/m/0zg0g,,United States
Stanfield,/m/0yl1x,,United States
Stanford,/m/0tgt3,,United States
Stanhope,/m/0szzr,,United States
Stanley,/m/010__x,,United States
Stanley,/m/0ygk2,,United States
Stanley,/m/0yq1h,,United States
Stanley,/m/0ss3s,,United States
Stanley,/m/0s1lz,,United States
Stans,/m/01snsb,,Switzerland
Stanton,/m/0x9xp,,United States
Stanton,/m/01061n,,United States
Stanton,/m/0ypy0,,United States
Stanton,/m/0t1sh,,United States
Stanton,/m/0r2pp,,United States
Stanton,/m/0thtk,,United States
Stanton,/m/0vfgn,,United States
Stantonsburg,/m/0ymm1,,United States
Stanwood,/m/0sssd,,United States
Stanwood,/m/010tzl,,United States
Staples,/m/047skc4,,United States
Staples,/m/013gdy,,United States
Stapleton,/m/0rxkj,,United States
Star,/m/0yhy2,,United States
Star,/m/0s0q9,,United States
Star City,/m/0qvbq,,United States
Star Harbor,/m/01035c,,United States
Stara Gradiška,/m/05pz2m,,Croatia
Stara Zagora,/m/03n_22,,Bulgaria
Starachowice,/m/022mhv,,Poland
Starbase,/m/04bwsps,,United States
Starbuck,/m/0wfg8,,United States
Stargard,/m/01zk9v,,Poland
Stari Grad,/m/06h6b_,,Croatia
Stari Ras,/m/08j9qx,,Serbia
Stark,/m/0t941,,United States
Starke,/m/0rhks,,United States
Starkville,/m/0wr6y,,United States
Starkweather,/m/0yqd4,,United States
Starnberg,/m/03d60r,,Germany
Starobilsk,/m/02ml9s,,Ukraine
Starocherkasskaya,/m/07fkt4,,Russia
Starogard Gdański,/m/013_z2,,Poland
Starokostiantyniv,/m/0bznrt,,Ukraine
Stary Oskol,/m/06kfll,,Russia
Stary Sącz,/m/074rwl,,Poland
Staryi Krym,/m/08lv_c,,Ukraine
Staryi Sambir,/m/0c2324,,Ukraine
Staszów,/m/0c33h_,,Poland
State Center,/m/0t1fg,,United States
State Line,/m/01_6g3x,,United States
Stateline,/m/020b_wc,,United States
Staten Island,/m/0y62n,,United States
Statesboro,/m/0rtf7,,United States
Statesville,/m/0yh9k,,United States
Statham,/m/0rt34,,United States
Statonia,/m/03hjkmt,,Italy
Staufen im Breisgau,/m/08kjyf,,Germany
Staufenberg,/m/0fjxln,,Germany
Staunton,/m/034lk7,,United States
Staunton,/m/0sc4z,,United States
Stavelot,/m/017w77,,Belgium
Stavenhagen,/m/0fjxpf,,Germany
Staveren,/m/01zgzf,,Netherlands
Stavropol,/m/02dvvr,,Russia
Stawiski,/m/09914f,,Poland
Stawiszyn,/m/02889lm,,Poland
Stayton,/m/0zff1,,United States
Staßfurt,/m/0b6hdh,,Germany
Ste. Genevieve,/m/0x0f5,,United States
Steamboat Rock,/m/0s_59,,United States
Steamboat Springs,/m/0rcly,,United States
Stebbins,/m/0qgjv,,United States
Stebnyk,/m/0dqd_n,,Ukraine
Stedman,/m/0yfxl,,United States
Steele,/m/0wyyc,,United States
Steele,/m/0yp9c,,United States
Steelville,/m/0wv37,,United States
Steen,/m/0wg_x,,United States
Steenvoorde,/m/03h29pt,,France
Steffisburg,/m/0ftx26,,Switzerland
Stein,/m/0dps10,,Germany
Stein,/m/05qbnr,,Switzerland
Steinach,/m/0fjy4v,,Germany
Steinau an der Straße,/m/0dy9_j,,Germany
Steinbach,/m/03wwjf,,Canada
Steinbach (Taunus),/m/0dzdjl,,Germany
Steinbach-Hallenberg,/m/0fjy78,,Germany
Steinfort,/m/08ghcz,,Luxembourg
Steinfurt,/m/018sr_,,Germany
Steinhausen,/m/0fwlr4,,Switzerland
Steinheim,/m/0bhrkl,,Germany
Steinheim an der Murr,/m/0dyh60,,Germany
Stellenbosch,/m/02b7s7,,South Africa
Stem,/m/0ygmh,,United States
Stendal,/m/01kbwp,,Germany
Stende,/m/03c3__4,,Latvia
Stephen,/m/0w63z,,United States
Stephens,/m/0qw4z,,United States
Stephenson,/m/0vdk8,,United States
Stephenville,/m/0100ym,,United States
Sterling,/m/03swgt,,United States
Sterling,/m/0rbyj,,United States
Sterling,/m/0sj6_,,United States
Sterling,/m/0tb4m,,United States
Sterling City,/m/01095w,,United States
Sterling Heights,/m/0vcdq,,United States
Sterlitamak,/m/06sntz,,Russia
Sternberg,/m/042lmm,,Germany
Steubenville,/m/0yz30,,United States
Stevens Point,/m/0pz3h,,United States
Stevenson,/m/0q7w6,,United States
Stevenson,/m/010tfl,,United States
Stevenston,/m/05ndvw,,United Kingdom
Stevensweert,/m/02q2v0m,,Netherlands
Stewart,/m/0w6sl,,United States
Stewarton,/m/06pr4r,,United Kingdom
Stewartsville,/m/0wvb3,,United States
Stewartville,/m/0w9jz,,United States
Steyr,/m/03q9ll,,Austria
Stigler,/m/0z6ck,,United States
Stillwater,/m/0z97r,,United States
Stillwater,/m/0wmtg,,United States
Stilwell,/m/0z3wy,,United States
Stilwell,/m/0z3wy,,Cherokee Nation
Stinnett,/m/0104f7,,United States
Stirling,/m/0gmkn,,United Kingdom
Stites,/m/0s1xm,,United States
Stobi,/m/04_n34,,North Macedonia
Stockach,/m/08ypt_,,Germany
Stockbridge,/m/0rxbn,,United States
Stockdale,/m/010c67,,United States
Stockholm,/m/06mxs,,Sweden
Stockport,/m/0t3wy,,United States
Stockton,/m/0pc56,,United States
Stockton,/m/0s8ws,,United States
Stockton,/m/0t1vx,,United States
Stockton,/m/0wth9,,United States
Stockton,/m/0tb7c,,United States
Stockton,/m/0wnlx,,United States
Stockton Bend,/m/0ftrtr,,United States
Stoczek Łukowski,/m/026bm1d,,Poland
Stod,/m/02prmmh,,Czech Republic
Stoke-on-Trent,/m/017cjb,,United Kingdom
Stokesdale,/m/0ygr8,,United States
Stolberg,/m/07545c,,Germany
Stollberg,/m/04y2b6,,Germany
Stolpen,/m/047p96,,Germany
Stone City,/m/05wnx_,,People's Republic of China
Stone Mountain,/m/0rvzf,,United States
Stone Town,/m/02wfp7,,Tanzania
Stonehaven,/m/014kh1,,United Kingdom
Stoneville,/m/0ykck,,United States
Stonewall,/m/0yjnp,,United States
Stonewood,/m/010w_6,,United States
Stony Hill,/m/09rwgly,,Jamaica
Stopnica,/m/0fprk6,,Poland
Storden,/m/0vycc,,United States
Storgosia,/m/0cqx7h,,Bulgaria
Storkow (Mark),/m/0fd449,,Germany
Storm Lake,/m/0ss76,,United States
Stornoway,/m/02l6bt,,United Kingdom
Storozhynets,/m/0cdpgf,,Ukraine
Story City,/m/0t3gj,,United States
Stotts City,/m/0wx6g,,United States
Stoughton,/m/011144,,United States
Stout,/m/0szty,,United States
Stovall,/m/0ygmv,,United States
Stover,/m/0wy5f,,United States
Stow,/m/0z27g,,United States
Stowell,/m/0_zzk,,United States
Strabane,/m/0p6p7,,United Kingdom
Straelen,/m/0bfk6x,,Germany
Strafford,/m/0wvs8,,United States
Strakonice,/m/04rtt6,,Czech Republic
Stralsund,/m/0r_w6,,Germany
Strandquist,/m/0xdzh,,United States
Stranraer,/m/011w97,,United Kingdom
Strasbourg,/m/09b83,,France
Strasburg,/m/0fjymq,,Germany
Strasburg,/m/0wtfy,,United States
Strasburg,/m/0ynzm,,United States
Stratford,/m/01gc9t,,Canada
Stratford,/m/013cht,,United States
Strathcona,/m/02702sg,,Canada
Strathcona,/m/0whbx,,United States
Strathmoor Manor,/m/0tg4_,,United States
Strathmoor Village,/m/0tg5b,,United States
Stratia,/m/04zzp99,,Greece
Stratonicea,/m/07z6p4,,Turkey
Stratonicea,/m/0br6fq,,Greece
Stratonicea,/m/0brxwm,,Turkey
Straubing,/m/04k1zv,,Germany
Straupe,/m/03y8wmq,,Latvia
Strawberry Point,/m/0stg5,,United States
Strawn,/m/0107j3,,United States
Streator,/m/0s9st,,United States
Streeter,/m/0yrqy,,United States
Streetsboro,/m/0z0z4,,United States
Strehaia,/m/04plbd,,Romania
Strehla,/m/04gd0s,,Germany
Strenči,/m/03c3_pg,,Latvia
Strepsa,/m/03g_qz7,,Greece
Strezimirovtsi,/m/04jf654,,Bulgaria
Strezimirovtsi,/m/04jf654,,Serbia
Strezimirovtsi,/m/04jf654,,Ottoman Empire
Stridon,/m/06wcdrb,,Croatia
Stromberg,/m/0bqhm_,,Germany
Stromness,/m/0qn45,,United Kingdom
Stromsburg,/m/0x8zy,,United States
Strong,/m/0qxfn,,United States
Strong City,/m/0t5n5,,United States
Strongsville,/m/0yvt4,,United States
Stronie Śląskie,/m/02pj8dg,,Poland
Stroud,/m/013k7c,,United States
Strovilia,/m/03wbfrb,,Cyprus
Struble,/m/0t28_,,United States
Struga,/m/038q89,,North Macedonia
Strumica,/m/07pb0m,,North Macedonia
Strumień,/m/022m86,,Poland
Struthers,/m/0y_8p,,United States
Stryi,/m/06b__k,,Ukraine
Stryków,/m/0gbm9x,,Poland
Stryme,/m/07s7g27,,Greece
Strzegom,/m/08yk7p,,Poland
Strzelce Krajeńskie,/m/0bzgyn,,Poland
Strzelce Krajeńskie,/m/0bzgyn,,Nazi Germany
Strzelce Krajeńskie,/m/0bzgyn,,Weimar Republic
Strzelce Krajeńskie,/m/0bzgyn,,German Empire
Strzelce Opolskie,/m/0229c4,,Poland
Strzelin,/m/08_q55,,Poland
Strzelno,/m/0266k1k,,Poland
Strzyżów,/m/02_gh2,,Poland
Strășeni,/m/04r0y1,,Moldova
Stuart,/m/0rn5g,,United States
Stuart,/m/0sr9l,,United States
Stung Treng,/m/0ggdt1,,Cambodia
Sturgeon,/m/0wsw9,,United States
Sturgeon Bay,/m/02m002,,United States
Sturgeon Lake,/m/0wd3w,,United States
Sturgis,/m/0_rj4,,United States
Sturgis,/m/0vqnc,,United States
Sturgis,/m/0tj3x,,United States
Stutensee,/m/0b3ryj,,Germany
Stuttgart,/m/0727_,,Germany
Stuttgart,/m/0qrc2,,United States
Stykkishólmur,/m/033zy5,,Iceland
Stäfa,/m/01x299,,Switzerland
Stößen,/m/0cz1dr,,Germany
Stühlingen,/m/0fjyxc,,Germany
Stăuceni,/m/03qkv49,,Moldova
Stąporków,/m/05109t,,Poland
Stęszew,/m/0288kcj,,Poland
Stříbro,/m/08kpzs,,Czech Republic
Su'ao Township,/m/03s84l,,Taiwan
Su-ngai Kolok,/m/0dr3f1,,Thailand
Suakin,/m/048b3_,,Sudan
